OBJECTID,greenland,water,impervious,class,lat,lon,area,green_area,blockId,name,slope,id,Shape_Length,Shape_Area,greenland_5m
1031,0.205655527,0,0.794344473,other,23.05920178,113.2499847,335498.4303,0.626422808,1031,liwan,10.37335682,43,3281.399338,335498.4303,0.018549712
1032,0.123632385,0.000547046,0.875820569,business_zone,23.06490676,113.2424591,1540968.51,4.240787773,1032,liwan,7.294864178,43,6550.902003,1540968.51,0.027333968
1033,0.417410714,0,0.582589286,university_zone,23.06734823,113.3489508,378062.1665,2.037031932,1033,haizhu,4.298904419,45,3084.129342,378062.1665,0.053518526
1034,0.635545557,0.006749156,0.357705287,green_zone,23.06901983,113.403851,746897.1446,3.389448772,1034,panyu,6.545707226,46,5845.323308,746897.1446,0.045074549
1035,0,0,1,industrial_zone,23.06906236,113.1952927,219474.1333,0,1035,liwan,3.233973742,41,2168.571393,219474.1333,0
1036,0.817422434,0.002386635,0.180190931,green_zone,23.06674405,113.4118524,707109.1683,1.772549013,1036,huangpu,6.996107578,47,3883.448723,707109.1683,0.024898918
1037,0.104513064,0.014251781,0.881235154,business_zone,23.07030599,113.2920837,354423.3538,1.185088858,1037,haizhu,8.925506592,44,2491.04893,354423.3538,0.033211634
1038,0.232876712,0,0.767123288,other,23.07246378,113.2137668,61109.69064,0.340293972,1038,liwan,20.63959602,42,2642.071935,61109.69064,0.055299238
1039,0.907928389,0.002557545,0.089514066,green_zone,23.06766572,113.3358586,661244.1361,1.647506081,1039,haizhu,9.183082581,45,4294.872369,661244.1361,0.024747669
1040,0.119850187,0.014981273,0.865168539,business_zone,23.07138156,113.2836422,225640.0154,0.808349201,1040,haizhu,19.42929637,43,2049.627066,225640.0154,0.035581968
1041,0.237089202,0.004694836,0.758215962,other,23.07002706,113.2137322,357971.5846,1.185189537,1041,liwan,10.90197754,42,2862.092366,357971.5846,0.032884519
1042,0.550155119,0.097207859,0.352637022,green_zone,23.06793141,113.4404609,809848.7733,4.041846682,1042,panyu,14.57531452,47,6620.891382,809848.7733,0.049565717
1043,0.344467641,0.098121086,0.557411273,university_zone,23.06788156,113.2167696,399341.9251,1.44775956,1043,liwan,6.143023014,42,3582.390958,399341.9251,0.036009776
1044,0.122222222,0,0.877777778,industrial_zone,23.06935362,113.3560609,77862.75922,0.215049682,1044,haizhu,4.898751736,45,1403.085699,77862.75922,0.027435265
1045,0.812982998,0.00309119,0.183925811,green_zone,23.06821886,113.3596365,544403.9601,1.535853414,1045,haizhu,8.401162148,45,4708.466314,544403.9601,0.028021624
1046,0.694244604,0.007194245,0.298561151,green_zone,23.06927231,113.3469798,234117.7799,0.914263182,1046,haizhu,5.009962082,45,3179.451177,234117.7799,0.038788298
1047,0.01965602,0.012285012,0.968058968,business_zone,23.07166599,113.3472088,342895.5493,0.266093777,1047,haizhu,4.352105141,45,3319.860572,342895.5493,0.007707517
1048,0.450406504,0.000813008,0.548780488,university_zone,23.04965213,113.46241,1036064.561,5.354394762,1048,panyu,3.712304831,48,4423.308583,1036064.561,0.051331821
1049,0.531556802,0.008415147,0.46002805,green_zone,23.05458124,113.4614495,599718.0744,3.199870799,1049,panyu,5.372242928,48,5032.205749,599718.0744,0.052997194
1050,0.565329884,0.033635188,0.401034929,green_zone,23.05445776,113.452936,652088.3297,4.246224423,1050,panyu,4.558608532,48,7601.651547,652088.3297,0.06467918
1051,0.774346793,0.019002375,0.206650831,green_zone,23.0708699,113.4565309,352685.9533,1.573406565,1051,panyu,4.638595104,48,2865.938481,352685.9533,0.044310742
1052,0.719490389,0.027268663,0.253240948,green_zone,23.06309499,113.4600377,3767186.562,16.10546934,1052,panyu,5.22514534,48,9563.930125,3767186.562,0.04246369
1053,0.176086957,0.017391304,0.806521739,business_zone,23.06085008,113.2254745,388485.6836,1.897491267,1053,liwan,17.45879936,42,3650.546981,388485.6836,0.048513725
1054,0.432473445,0.086494689,0.481031866,other,23.06678927,113.2227511,554417.4182,2.350847408,1054,liwan,17.11738968,42,4064.234449,554417.4182,0.042117073
1055,0.096952909,0,0.903047091,industrial_zone,23.07083449,113.2355594,305101.1957,1.078973519,1055,liwan,9.018885642,42,2452.545805,305101.1957,0.035127339
1056,0.181818182,0,0.818181818,business_zone,23.06835904,113.5385899,567555.121,1.562130552,1056,huangpu,19.63467789,50,3453.474051,567555.121,0.027337453
1057,0.046583851,0,0.953416149,industrial_zone,23.07252566,113.1970689,273111.2251,0.398284897,1057,liwan,4.558608532,41,2513.081596,273111.2251,0.014485006
1058,0.368,0,0.632,university_zone,23.07060516,113.200493,213513.7103,0.7715008,1058,liwan,2.042119265,41,2197.788032,213513.7103,0.035890927
1059,0.459459459,0,0.540540541,university_zone,23.07211414,113.2046649,213101.5958,0.963394383,1059,liwan,3.468163967,42,2056.30356,213101.5958,0.044903169
1060,0.070512821,0.036324786,0.893162393,business_zone,23.07071592,113.2412594,394144.5166,0.839056201,1060,liwan,10.2484684,42,2629.099802,394144.5166,0.021145683
1061,0.14893617,0,0.85106383,industrial_zone,23.07239444,113.2079782,80550.55003,0.331635604,1061,liwan,4.487431049,42,1217.155303,80550.55003,0.040892839
1062,0.153846154,0.002902758,0.843251089,business_zone,23.07071505,113.2728181,580984.9081,2.852126605,1062,haizhu,15.4997263,43,3222.818177,580984.9081,0.048760966
1063,0.074441687,0.049627792,0.875930521,business_zone,23.07534252,113.1905895,339437.8535,0.479331242,1063,liwan,6.510798931,41,2633.209417,339437.8535,0.014025175
1064,0.219132369,0.014460512,0.766407119,other,23.06939307,113.3168042,758572.857,2.634660634,1064,haizhu,13.90414333,44,5579.533486,758572.857,0.034498806
1065,0.105790646,0.002227171,0.891982183,business_zone,23.06875839,113.5327084,759784.5721,2.404609828,1065,huangpu,17.58236885,50,4619.406706,759784.5721,0.031434671
1066,0.173134328,0.032835821,0.794029851,business_zone,23.07281508,113.5305547,548797.8637,1.733183646,1066,huangpu,10.36479568,50,3875.7259,548797.8637,0.031369069
1067,0.089711934,0.071604938,0.838683128,business_zone,23.07174457,113.1850015,1027950.7,2.797357397,1067,liwan,6.621834278,41,5619.207601,1027950.7,0.027030103
1068,0.414110429,0.004601227,0.581288344,university_zone,23.06180982,113.3705726,550113.6316,3.350083404,1068,haizhu,6.376345158,214,6960.105267,550113.6316,0.060483395
1069,0.802056555,0.041131105,0.156812339,green_zone,23.07069746,113.3676557,329579.3615,1.264020951,1069,haizhu,4.62867403,46,2352.727928,329579.3615,0.038093129
1070,0.832167832,0,0.167832168,green_zone,23.07151801,113.3644014,119273.5488,0.319151447,1070,haizhu,6.619699508,214,1611.911526,119273.5488,0.026576346
1071,0.976190476,0,0.023809524,green_zone,23.07374644,113.3640022,104931.1901,0.083865349,1071,haizhu,5.961850643,45,1386.595093,104931.1901,0.007938626
1072,0.609375,0,0.390625,green_zone,23.07588382,113.3686949,163623.6562,0.876307316,1072,haizhu,6.649293423,46,2946.670814,163623.6562,0.053187654
1073,0.201183432,0.047337278,0.75147929,other,23.07230399,113.2998871,284627.8738,1.340536755,1073,haizhu,8.534135818,44,3646.63896,284627.8738,0.046780852
1074,0.064655172,0,0.935344828,industrial_zone,23.0738484,113.2890528,194287.2001,0.398284897,1074,haizhu,12.42123032,44,1773.472053,194287.2001,0.020363307
1075,0.228723404,0,0.771276596,other,23.07498239,113.2988479,316521.9663,0.961380809,1075,haizhu,5.198744774,44,2552.269078,316521.9663,0.030168614
1076,0.681300813,0.034146341,0.284552846,green_zone,23.05731777,113.4266131,522283.0861,2.661743202,1076,panyu,15.44268513,47,4315.725543,522283.0861,0.050620163
1077,0.885350318,0.087898089,0.026751592,green_zone,23.06054865,113.4151095,668360.588,1.814733384,1077,panyu,22.09342384,47,3632.693678,668360.588,0.026969765
1078,0.052,0,0.948,industrial_zone,23.07507018,113.2934815,211028.8979,0.396976074,1078,haizhu,6.397768974,44,2142.455737,211028.8979,0.01868561
1079,0.045454545,0.002392344,0.95215311,business_zone,23.07482536,113.2368924,352145.978,0.448221527,1079,liwan,10.55287373,42,2589.15671,352145.978,0.012642017
1080,0.450471698,0.001179245,0.548349057,university_zone,23.07136293,113.2260207,713638.8463,3.99281616,1080,liwan,16.74015999,42,6820.766637,713638.8463,0.05557385
1081,0.065292096,0,0.934707904,industrial_zone,23.0655847,113.2293137,488592.9738,0.969535783,1081,liwan,11.59108829,42,4744.93998,488592.9738,0.019709696
1082,0.079389313,0,0.920610687,industrial_zone,23.07425418,113.2789637,555036.8323,1.323421378,1082,haizhu,24.38366508,43,3578.407857,555036.8323,0.023682935
1083,0.134751773,0.00177305,0.863475177,business_zone,23.07127657,113.2320253,476589.6584,1.423395317,1083,liwan,13.00833225,42,3665.343367,476589.6584,0.029664662
1084,0.134640523,0.00130719,0.864052288,business_zone,23.0725283,113.2478823,646505.8764,1.425710927,1084,liwan,12.32618999,43,3398.422073,646505.8764,0.021903963
1085,0.179347826,0,0.820652174,business_zone,23.0761742,113.3120619,149328.8967,0.562189804,1085,haizhu,11.49980354,44,2090.032056,149328.8967,0.037393692
1086,0.649186257,0.032549729,0.318264014,green_zone,23.07350428,113.3088172,460778.2836,1.181263068,1086,haizhu,10.47548866,44,2652.015184,460778.2836,0.025464008
1087,0.985611511,0,0.014388489,green_zone,23.0769555,113.306792,113311.6645,0.0368484,1087,haizhu,1.722276926,44,1544.617373,113311.6645,0.003230932
1088,0.852941176,0,0.147058824,green_zone,23.0748687,113.3025865,283575.9442,0.567425096,1088,haizhu,7.028519154,44,4035.21887,283575.9442,0.019883577
1089,0.246268657,0.037313433,0.71641791,other,23.07525681,113.3168973,333153.9917,1.558304761,1089,haizhu,12.4666996,44,3661.099588,333153.9917,0.046474619
1090,0.237113402,0,0.762886598,other,23.07089347,113.3303061,83611.84404,0.33505868,1090,haizhu,13.24859905,45,1649.941394,83611.84404,0.039799091
1091,0.447941889,0.507263923,0.044794189,other,23.07277795,113.3236962,699181.0258,2.689127806,1091,haizhu,30.2618866,45,3574.01931,699181.0258,0.038200637
1092,0.533333333,0.022222222,0.444444444,green_zone,23.07698135,113.3218885,70247.09441,0.473995272,1092,haizhu,2.600290775,44,1462.848818,70247.09441,0.067116199
1093,0.691876751,0,0.308123249,green_zone,23.0759478,113.3289379,295938.907,1.501018587,1093,haizhu,11.6815815,45,2734.279722,295938.907,0.050381349
1094,0.291060291,0.047817048,0.661122661,other,23.07654929,113.1839456,405184.0188,1.657875986,1094,liwan,5.837852955,41,3451.259592,405184.0188,0.040637987
1095,0.092948718,0.022435897,0.884615385,business_zone,23.07484089,113.2154325,525288.7871,0.836941949,1095,liwan,26.29810143,42,4564.37457,525288.7871,0.015824279
1096,0.136054422,0,0.863945578,industrial_zone,23.07588484,113.4237306,369945.4553,0.985644374,1096,huangpu,2.805569172,47,2728.757179,369945.4553,0.026462821
1097,0.178333333,0,0.821666667,business_zone,23.07738088,113.3752845,507747.4158,1.50846881,1097,haizhu,4.898751736,46,3667.743192,507747.4158,0.0295085
1098,0.059574468,0.004255319,0.936170213,business_zone,23.07917672,113.3179949,198468.5902,0.284115263,1098,haizhu,4.870544434,44,1945.385457,198468.5902,0.014221138
1099,0.476547842,0.019699812,0.503752345,university_zone,23.0737731,113.4086082,897302.6583,3.401228179,1099,huangpu,5.758960247,47,4168.858541,897302.6583,0.037649951
1100,0.122781065,0,0.877218935,industrial_zone,23.06101063,113.2581548,569160.7612,1.703886147,1100,liwan,5.727090359,43,4970.725499,569160.7612,0.029742678
1101,0.392022008,0.027510316,0.580467675,university_zone,23.05926882,113.263988,1220001.348,3.856497214,1101,liwan,29.32949448,43,5992.478766,1220001.348,0.03139767
1102,0.041469194,0.046208531,0.912322275,business_zone,23.07165004,113.2536401,712810.1818,1.013230335,1102,liwan,10.60582256,43,4850.738643,712810.1818,0.014119027
1103,0.967391304,0,0.032608696,green_zone,23.07768096,113.4042991,156519.3056,0.153535002,1103,huangpu,7.067208767,46,1685.656802,156519.3056,0.009743039
1104,0.204678363,0,0.795321637,other,23.07689202,113.2674501,287188.7721,1.763085216,1104,haizhu,13.40068817,43,2631.543365,287188.7721,0.035513446
1105,0.232258065,0.006451613,0.761290323,other,23.07622317,113.3445048,133634.5405,0.479834636,1105,haizhu,7.200919628,45,1882.401239,133634.5405,0.035662975
1106,0.024553571,0.002232143,0.973214286,business_zone,23.07683774,113.2850007,374619.4376,0.466947763,1106,haizhu,16.92399216,44,3115.416671,374619.4376,0.012380281
1107,0.070588235,0,0.929411765,industrial_zone,23.07666317,113.3331307,68514.64415,0.123532752,1107,haizhu,2.318119049,45,1413.553474,68514.64415,0.017904829
1108,1,0,0,green_zone,23.07721282,113.3409305,45537.45879,0.004933256,1108,haizhu,3.200967669,45,885.177864,45537.45879,0.001076828
1109,0.523631841,0.092039801,0.384328358,green_zone,23.07314925,113.3352139,674092.5996,3.317060794,1109,haizhu,6.924246788,45,7964.871305,674092.5996,0.048875755
1110,0.776595745,0.021276596,0.20212766,green_zone,23.07604907,113.3396052,158917.8681,0.80764445,1110,haizhu,5.154437065,45,3668.568522,158917.8681,0.050472194
1111,0.841463415,0,0.158536585,green_zone,23.07814317,113.3434605,133850.3532,0.523025794,1111,haizhu,4.72693491,45,1887.459703,133850.3532,0.038816453
1112,0.829424307,0.008528785,0.162046908,green_zone,23.07084696,113.3945476,790570.0099,3.66007309,1112,panyu,8.513007164,46,9081.612807,790570.0099,0.04598495
1113,0.322795341,0,0.677204659,university_zone,23.07705361,113.2005668,510684.4316,1.356947382,1113,liwan,3.560079336,41,5063.812791,510684.4316,0.026391331
1114,0.076045627,0,0.923954373,industrial_zone,23.080343,113.2472452,221066.1198,0.707267796,1114,liwan,23.46459106,43,4695.4895,221066.1198,0.031778703
1115,0.13592233,0.022653722,0.841423948,business_zone,23.07879451,113.2133776,522226.4899,2.221978685,1115,liwan,9.183082581,42,3349.822078,522226.4899,0.042256218
1116,0.089041096,0,0.910958904,industrial_zone,23.08005683,113.2989004,381120.5475,0.752774564,1116,haizhu,4.090340137,44,3628.802603,381120.5475,0.019619677
1117,0.50617284,0.320987654,0.172839506,green_zone,23.05965544,113.2751694,67357.40634,0.268510066,1117,haizhu,5.189914227,43,1111.548361,67357.40634,0.039587353
1118,0,0,1,industrial_zone,23.06358833,113.2807582,188924.2694,0,1118,haizhu,6.397768974,43,2172.318584,188924.2694,0
1119,0.078393881,0.014913958,0.906692161,business_zone,23.06945647,113.2699936,2203066.864,4.752537554,1119,haizhu,12.06862545,43,12983.79369,2203066.864,0.02142757
1120,0.214659686,0,0.785340314,business_zone,23.07937395,113.2589872,322041.1894,1.556794581,1120,haizhu,9.695606172,43,2477.728016,322041.1894,0.04058196
1121,0.22972973,0.006756757,0.763513514,other,23.07993947,113.3334194,128158.2383,0.414091451,1121,haizhu,8.139407158,45,2395.074047,128158.2383,0.032081182
1122,0.165254237,0,0.834745763,business_zone,23.07834708,113.2424853,795321.7342,2.711478475,1122,liwan,10.68898964,42,5277.548573,795321.7342,0.033862759
1123,0.320474777,0,0.679525223,university_zone,23.07984795,113.2364253,284092.7833,1.40859555,1123,liwan,9.715745002,42,2148.506013,284092.7833,0.049248478
1124,0.097560976,0,0.902439024,industrial_zone,23.07864493,113.3362515,33982.44685,0.08608028,1124,haizhu,2.929318368,45,921.4470886,33982.44685,0.025150757
1125,0.110619469,0,0.889380531,industrial_zone,23.08113999,113.3383287,381902.7435,0.772406908,1125,haizhu,5.380767822,45,2695.206508,381902.7435,0.020089292
1126,0.796610169,0,0.203389831,green_zone,23.07861437,113.30265,55647.5731,0.190383402,1126,haizhu,1.722276926,44,1090.804485,55647.5731,0.033998562
1127,0.417582418,0,0.582417582,university_zone,23.07871185,113.3124172,78130.06327,0.403922904,1127,haizhu,7.735095501,44,1705.727297,78130.06327,0.051348342
1128,0.965174129,0.009950249,0.024875622,green_zone,23.07919064,113.3069862,177121.8789,0.224312121,1128,haizhu,5.009962082,44,1793.119618,177121.8789,0.012584656
1129,0.45,0,0.55,university_zone,23.08084828,113.3093153,327993.4716,0.830498512,1129,haizhu,5.646607876,44,3456.267257,327993.4716,0.025158288
1130,0.09375,0,0.90625,industrial_zone,23.08170617,113.3144249,52391.73736,0.144977313,1130,haizhu,5.56524545,44,927.4037016,52391.73736,0.027488785
1131,0.237354086,0.062256809,0.700389105,other,23.07632989,113.2244134,431687.0883,2.037434646,1131,liwan,9.471002579,42,3155.244063,431687.0883,0.046877787
1132,0.204819277,0.064257028,0.730923695,other,23.08073622,113.2109883,209143.0628,1.084007454,1132,liwan,11.60622501,42,4424.981122,209143.0628,0.051486938
1133,0.097256858,0,0.902743142,industrial_zone,23.07796078,113.2077989,336515.3431,0.968126282,1133,liwan,5.242670059,42,3206.386522,336515.3431,0.028576268
1134,0.053648069,0,0.946351931,industrial_zone,23.07998042,113.282411,392555.0565,0.64243072,1134,haizhu,8.167086601,43,2854.923058,392555.0565,0.016254716
1135,0.038659794,0,0.961340206,industrial_zone,23.06509083,113.5093819,331876.2211,0.440066553,1135,huangpu,5.431628704,49,3648.360571,331876.2211,0.013171534
1136,0.266829865,0.031823745,0.701346389,other,23.0712048,113.5193937,691549.258,2.920688792,1136,huangpu,7.623075485,49,5252.441029,691549.258,0.041949851
1137,0.208292841,0.038548753,0.753158406,other,23.07632308,113.5156465,2601131.736,7.544861017,1137,huangpu,8.88517189,49,14963.95013,2601131.736,0.028810301
1138,0.195608782,0,0.804391218,business_zone,23.08070969,113.3289961,432445.3525,1.800034296,1138,haizhu,7.988190651,45,3687.250505,432445.3525,0.041329937
1139,0.365155131,0,0.634844869,university_zone,23.07851137,113.2045968,355942.9315,1.814834063,1139,liwan,3.662273645,42,2853.022918,355942.9315,0.050642371
1140,0.293777135,0.033285094,0.672937771,other,23.07867967,113.193581,581029.6459,1.213882963,1140,liwan,7.294864178,41,3901.355959,581029.6459,0.02075283
1141,0.08,0.015,0.905,business_zone,23.07927746,113.228823,165497.9989,0.471578983,1141,liwan,10.02029228,42,1828.712894,165497.9989,0.028302799
1142,0.074786325,0.006410256,0.918803419,business_zone,23.08102124,113.2303036,390507.3098,1.001450928,1142,liwan,8.320297241,42,3452.312248,390507.3098,0.025472341
1143,0.018181818,0,0.981818182,industrial_zone,23.08139431,113.3207796,466190.3365,0.433220402,1143,haizhu,6.433311462,44,3297.890012,466190.3365,0.009229964
1144,0.4,0.046601942,0.553398058,university_zone,23.0818583,113.1980606,433093.3904,1.883194893,1144,liwan,4.518075466,41,5522.12547,433093.3904,0.04318515
1145,0.029411765,0,0.970588235,industrial_zone,23.08301778,113.5076976,54669.67931,0.059702463,1145,huangpu,4.80407095,49,6510.938662,54669.67931,0.010845313
1146,0.385802469,0,0.614197531,university_zone,23.07928487,113.4296595,272428.0146,0.968528996,1146,huangpu,1.851861119,47,2601.736601,272428.0146,0.035309749
1147,0.818181818,0,0.181818182,green_zone,23.08018086,113.3433549,45169.28623,0.325192168,1147,haizhu,4.867659599,45,1108.681359,45169.28623,0.071512387
1148,0.00802139,0,0.99197861,industrial_zone,23.08116292,113.2918543,312652.9307,0.071683227,1148,haizhu,4.22328043,44,2885.953385,312652.9307,0.002277372
1149,0.027027027,0,0.972972973,industrial_zone,23.08381436,113.2628971,31553.34709,0.041983014,1149,haizhu,7.706235915,43,749.7328567,31553.34709,0.013214184
1150,0.027522936,0,0.972477064,industrial_zone,23.08116704,113.2878429,276397.2307,0.223305334,1150,haizhu,6.669810772,44,2399.480269,276397.2307,0.008024254
1151,0.079245283,0,0.920754717,industrial_zone,23.08041012,113.2765689,222968.4264,0.775225912,1151,haizhu,9.14755252,43,2003.309262,222968.4264,0.034533484
1152,0.113636364,0,0.886363636,industrial_zone,23.08413868,113.3361389,294741.2453,1.065583253,1152,haizhu,6.621834278,45,3620.37595,294741.2453,0.035903403
1153,0.264705882,0,0.735294118,other,23.07179043,113.3546656,27802.67954,0.219177508,1153,haizhu,0.962981462,45,689.68948,27802.67954,0.078295271
1154,0.111111111,0,0.888888889,industrial_zone,23.07326635,113.3537641,23896.5044,0.11064588,1154,haizhu,3.547096014,45,725.9321537,23896.5044,0.046006363
1155,0.512820513,0.076923077,0.41025641,green_zone,23.07360526,113.3591288,32045.7227,0.144876635,1155,haizhu,0.962981462,45,770.4527954,32045.7227,0.044866399
1156,0.854166667,0.010416667,0.135416667,green_zone,23.07371081,113.3565446,161102.964,0.413286022,1156,haizhu,0.962981462,45,1661.166738,161102.964,0.025475691
1157,0.108974359,0,0.891025641,industrial_zone,23.07375053,113.3483232,132345.6719,0.273544,1157,haizhu,6.911098003,45,1893.801509,132345.6719,0.02052859
1158,0.924528302,0,0.075471698,green_zone,23.07581762,113.3630694,132952.7281,0.445503203,1158,haizhu,6.858239651,45,1668.525306,132952.7281,0.033281187
1159,0.356132075,0.063679245,0.580188679,university_zone,23.07807048,113.3516157,716137.919,4.03590664,1159,haizhu,9.471002579,45,4524.928685,716137.919,0.05597672
1160,0.85,0.00625,0.14375,green_zone,23.08215699,113.3575195,138081.6226,0.581620791,1160,haizhu,2.152481556,45,1996.798996,138081.6226,0.04183655
1161,0.515098722,0.006387921,0.478513357,green_zone,23.080586,113.3645925,1446645.416,4.028456417,1161,haizhu,9.356973648,45,9254.314236,1446645.416,0.027659132
1162,0.177631579,0,0.822368421,business_zone,23.08367081,113.3087538,378554.1776,1.756037708,1162,haizhu,8.890224457,44,3253.030811,378554.1776,0.046068149
1163,0.110619469,0.034513274,0.854867257,business_zone,23.08055482,113.2708135,952236.7027,3.063853889,1163,haizhu,16.94345665,43,5704.199527,952236.7027,0.031958632
1164,0.053030303,0.005050505,0.941919192,business_zone,23.08365804,113.2823266,329038.4231,0.586554047,1164,haizhu,8.80901432,43,3332.001694,329038.4231,0.017705839
1165,0.026239067,0.02790504,0.945855893,business_zone,23.0507371,113.5240819,2012242.486,2.024648453,1165,huangpu,13.124156,50,11060.74277,2012242.486,0.009993798
1166,0.097272727,0.224545455,0.678181818,business_zone,23.06390275,113.5037579,929507.8111,2.440250084,1166,huangpu,18.54890251,49,6981.389284,929507.8111,0.026076497
1167,0.944827586,0.018390805,0.036781609,green_zone,23.07236134,113.4895825,731971.7615,1.151462176,1167,huangpu,10.02029228,49,4340.230243,731971.7615,0.015625043
1168,0.119478639,0.046705286,0.833816075,business_zone,23.07857732,113.4999075,2323004.14,5.599547372,1168,huangpu,19.40957642,49,12879.25983,2323004.14,0.023942254
1169,0.297752809,0,0.702247191,other,23.08268164,113.3506409,149541.4053,0.587158119,1169,haizhu,3.649657488,45,2014.881858,149541.4053,0.039000642
1170,0.496042216,0,0.503957784,university_zone,23.08184863,113.3728748,318131.397,1.321911198,1170,haizhu,7.491174698,46,2430.02418,318131.397,0.041269841
1171,0.043103448,0,0.956896552,industrial_zone,23.08581085,113.372709,98272.01791,0.106316696,1171,haizhu,6.253511429,56,1348.550168,98272.01791,0.010746888
1172,0.098765432,0.027777778,0.87345679,business_zone,23.08568452,113.2755154,545663.832,1.750198344,1172,haizhu,11.78938964,43,2963.081688,545663.832,0.031858667
1173,0.43452381,0.035714286,0.529761905,university_zone,23.08398454,113.2180719,284454.4235,1.777784305,1173,liwan,16.93129539,42,2188.172171,284454.4235,0.062082495
1174,0.093610698,0.026745914,0.879643388,business_zone,23.08263312,113.5277741,566988.5107,1.275095607,1174,huangpu,3.276529074,50,3129.87514,566988.5107,0.022337136
1175,0.180851064,0.061702128,0.757446809,business_zone,23.08536199,113.2588491,395977.0188,1.915009359,1175,haizhu,9.390385628,53,3323.440676,395977.0188,0.048043505
1176,0.29562982,0,0.70437018,other,23.0841818,113.3435171,326517.4537,1.077261981,1176,haizhu,8.88517189,45,2981.530662,326517.4537,0.032769715
1177,0.048611111,0,0.951388889,industrial_zone,23.08447626,113.2922359,482463.4283,0.759016643,1177,haizhu,6.246208191,44,4682.348746,482463.4283,0.015626522
1178,0.296453901,0,0.703546099,other,23.08513454,113.2417735,593570.6941,2.703726216,1178,liwan,10.83285141,42,3252.880909,593570.6941,0.045244104
1179,0.0215311,0,0.9784689,industrial_zone,23.0855806,113.3591508,352829.6339,0.284115263,1179,haizhu,4.62867403,45,3347.925387,352829.6339,0.007997778
1180,0.231738035,0.007556675,0.76070529,other,23.0875296,113.2355181,333382.6929,0.740894479,1180,liwan,9.877035141,52,2932.897193,333382.6929,0.02207285
1181,0,0,1,industrial_zone,23.07861328,113.3250512,27637.62575,0.078025985,1181,haizhu,3.560079336,45,669.7191425,27637.62575,0.028024879
1182,0.070261438,0.004901961,0.924836601,business_zone,23.08600464,113.3249381,513569.102,1.06195882,1182,haizhu,6.976585388,55,3909.313562,513569.102,0.020538303
1183,0.110663984,0.010060362,0.879275654,business_zone,23.08628752,113.3297254,411152.1,1.37708312,1183,haizhu,7.448693752,55,2845.123691,411152.1,0.033271467
1184,0.048632219,0,0.951367781,industrial_zone,23.08691187,113.2822785,277152.131,0.477821062,1184,haizhu,9.353294402,53,2391.707431,277152.131,0.017123189
1185,0.036585366,0.012195122,0.951219512,business_zone,23.08037102,113.2237569,138424.3281,0.160079117,1185,liwan,4.234168053,42,2146.064103,138424.3281,0.011488439
1186,0.180327869,0.056746532,0.762925599,business_zone,23.08417452,113.2234911,665354.8069,2.698188888,1186,liwan,6.871493816,42,5592.762552,665354.8069,0.040280279
1187,0.111576011,0,0.888423989,industrial_zone,23.08655131,113.213351,608887.8126,1.563741411,1187,liwan,16.29613113,52,3802.263362,608887.8126,0.02550909
1188,0.085820896,0,0.914179104,industrial_zone,23.08665536,113.3207449,224227.2534,0.513763354,1188,haizhu,6.990316898,44,2743.681572,224227.2534,0.022758796
1189,0.27027027,0,0.72972973,other,23.08611208,113.3174604,220365.6419,1.328455312,1189,haizhu,5.198744774,54,2154.4476,220365.6419,0.059877115
1190,0.042105263,0.031578947,0.926315789,business_zone,23.08831418,113.2179269,161411.3714,0.230352842,1190,liwan,5.727090359,52,1688.687345,161411.3714,0.014176048
1191,0.23988154,0.020730503,0.739387957,other,23.08342918,113.534596,858179.434,2.832393581,1191,huangpu,10.87357235,50,5086.993932,858179.434,0.032782358
1192,0.088435374,0,0.911564626,industrial_zone,23.08757149,113.340625,246571.8471,0.472384413,1192,haizhu,12.59854889,55,1978.387743,246571.8471,0.01902931
1193,0.044776119,0,0.955223881,industrial_zone,23.08714283,113.3349948,283352.2486,0.406137835,1193,haizhu,6.224245548,55,2218.202113,283352.2486,0.01423686
1194,0.012578616,0.003144654,0.98427673,business_zone,23.09033334,113.2835232,265985.4482,0.145178671,1194,haizhu,9.15754503,53,3082.211843,265985.4482,0.005421155
1195,0.169741697,0.022140221,0.808118081,business_zone,23.08867824,113.2574156,229028.4927,0.888086723,1195,haizhu,9.713139534,53,2048.158653,229028.4927,0.038515446
1196,0.159701493,0.008955224,0.831343284,business_zone,23.08683629,113.2311994,560970.259,1.990719734,1196,liwan,7.868462086,52,3130.50861,560970.259,0.035250513
1197,0.039780521,0.015089163,0.945130316,business_zone,23.08571305,113.2988367,611961.3705,0.88909351,1197,haizhu,12.13718987,54,3697.710505,611961.3705,0.014429927
1198,0.177419355,0.005376344,0.817204301,business_zone,23.08737943,113.314047,307246.693,1.235226846,1198,haizhu,6.397768974,54,3465.121754,307246.693,0.039933861
1199,0.029205607,0,0.970794393,industrial_zone,23.08847536,113.2652274,718358.1425,0.752774564,1199,haizhu,11.9521513,53,3537.935845,718358.1425,0.010408401
1200,0.026755853,0.060200669,0.913043478,business_zone,23.08890087,113.5523414,250597.0359,0.16601916,1200,huangpu,6.447471619,60,3671.10903,250597.0359,0.006580339
1201,0.083333333,0.110119048,0.806547619,business_zone,23.08911363,113.5479894,286589.2883,0.656425058,1201,huangpu,3.999224424,60,3750.71181,286589.2883,0.022749715
